,Reviews
2853,"Except camera, everything is superbExcellent processorawesome display (amoled)good batteryok ok camerafast charging (65 watt) vooc charger"
2854,Best smart phone
2855,"Pros--:Phone is very stylish in voyager grey colour.Performance of phone is good.Camera is good in lightfull condition, her portrait of her rear camera is very good.Charging speed is excellent.Phone is very handy and lightweightCons--:Phone is heating in charging time.Battery is not impressive.Camera is not good in indoor and in low light condition,Front camera is not good as they produce little faded colours in pictures.I bought the variant of 8,128 voyager colour in 2..."
2856,"Average phone for average budget it's worth of 15k to 16k only not more than its not worth of 20 to 27k. Nothing much to say about this mobile , only the thing is some features are added, I have previously use realme 2 Pro I don't find much different only camera and fast charging is the major difference."
2857,"It's worst phone too much heating , no battery backup, performance also worst pls don't buy"
2858,Average gt Master edition mobile
2859,"Pros: Camera, Display, Battery is awesome, I'm a light Gamer and use phone for taking pictures so a big plus for the same, battery charging and consumption is perfectly balanced.Cons: Noticed a few display touch issues, might be due to scratch guard but sometimes screen touch doesn't work properly."
2860,amazing and is worth buying
2861,Over all is good.
2862,Thanks Flipkart team for responding my issue and complete my request.. thanks Flipkart
2863,2good ph
2864,or quality hona the camera screen speaker
2865,Awesome
2866,Mind blowing
2867,After one month use my display has been automatically come some lines on  display.......
2868,Awesome
2869,Amazing phone in this price range
2870,"Phone is Good but sometimes I  feel weird disturbance of noise from earpiece while listening to the other side callers voice..which really irritating. Apart from this phone has very fast operating system.Battery lasts a day with normal usage.Gaming performance is awesome.Screen is Amoled which is best. I personally not a photography freak but camera performance is not so impressive compared to Oneplus, Vivo and Oppo same range phones.Price of phone is Little bit Higher side. It should b..."
2871,Back camera osm😍😍Front camera ok not very good 32mp but performance like 2 mpDisplay osm😍😍 120hz refresh rate osm very smooth displayBattery 🔋 osm charging time 30 minutesPerformance very smoothUi 😍😍😍 Value for money
2872,Awesome mobile Display 5/5Performance 5/5 Battery 4/5Sound 4.5/5network 4.5/5Rear camera 4/5 Front Camera 4.5/5Value for money 100%
2873,"A good phone in the price range, camera is pretty good, performance is good, battery size is a disappointment, should have atleast 5000 mah. Charging speed is super good 👍, screen resolution is decent, brightness of the screen is on lower side."
2874,Good
2875,"Excellent phone , excellent performance,I like it"
2876,Good Phone
2877,Excellent performance
2878,Good
2879,Just awesome
2880,"Camera decent,front camera very good, performance very good,display good, battery charing speed very good, but battery drain faster for high app users. Not tested for game.Overall good product."
2881,"Nice mobile,value for money. But battery life need to be given better"
2882,I'm very happy todayGood product
2883,I perched the phone only Rs-19379.Phone performance is awesome Very fast open appsBattery is not goodSelfie camera is good but back camera is not good.Overall performance is awesome.
2884,"Don't purchase.  camera quality is very bad,18-20k mi and samsung mobile very best option"
2885,Nice and superb mobile weight less and very slim mobile.....and charger is very impressive.
2886,"Hands on feel is very awesome 🤩Display is lit✨Camera performance should be improved in low-light☹️Battery drains a little bit fast😢Design is the best in this range phones😍The ui is better than in old realme phonesOverall you will be satisfied with this phone,after getting it"
2887,Nice one
2888,Really good 😊😃Realme GT mobile is so amazing phone supper gaming 🎮 Phone 📱 camera is awesome 😎 Tq flipkart really Love 😘 realme mobile 📲 s
2889,Its display amazing and performance is great and superfast for gaming but camera is not too much clear when zoom
2890,Heating problemBattery drain fast
2891,Osssam
2892,Super phoneAwsome offer ..Camera 9/10Battery 10/10Charging 10/10Desingn -8/10In hand feel -10/10Performence -9/10Display 10/10
2893,ReaIme GT master this is amazing mobile thank you for Flipkart
2894,Very nice pic
2895,Excellent Phone at this price range.
2896,Great phone for this budget outdoor. Fast charging is great. And camera is good. Overall nice packege
2897,Everything is good performance is niceBattery backup is not as expected but fine
2898,Battery problem
2899,Good mobile. The speed is awesome. Camera is better and not the best
2900,"Excellent performance ,epic fast charging"
2901,I think Battery is a concern for a heavy users and gamers like pubg. but normal users can go for it without thinking it goes full day with normal usage.
2902,Good
2903,Best in renge in offer price. Some issue in Battry life it's draining fast in moderate use. May be fix in updates. Good Camera at Day time. Nightscap camra not available as it is given in product details. Performance best in class.
2904,Amazing
2905,Nice mobile
2906,I am so happy 🥰Very nice 👌Realme GT phone 📱
2907,Master edition is master class
2908,"Camera- Good but need improvementBattery- AverageDisplay- Very good with that 120hzUI- Smooth as butterConnectivity- Very goodPerformance- very good ,can play any game"
2909,"Simply super.. light weight,good camera,good view"
2910,The worst thing after using 1 hour of video call on Botim It drained 17% of the battery. The best part is it charges in 33-35 mins depending on the number of apps on your phone. Build quality is good. Camera quality is somewhat up to the mark. While zoomimg the image pixels tear apart. Not worth 28k. Its good if the price was around 22k. Will review in detail after 2 weeks of usage. Flipkart took another 2 day extra to deliver. Bit can understand the traafic due to big billion sale.
2911,Good
2912,"This is really a master phone in this price range. I am delighted to get this . Exceptional display , battery charge is very fast , camera is wow. Processor is very responsive. No heating. Phone back cover is of premium quality. Very light weight."
2913,Nice value for money..
2914,Mini Flagship Phone
2915,Very good
2916,Good mobile
2917,"Battery drain  fast, but recharge 0 to 100% quickly in 35 min , display is awesome, performance is  too good"
2918,Only cons is that the camera degrades at night other than that it is a good phone. But if you are in need of a performance centric phone and can ignore 5g then i'd suggest go for realme x7 max.
2919,Very nice
2920,Ok goodBuy it
2921,Excellent purchase. Enjoying every bit of this phone. Really amazing to have this phone at such a great price.
